datetime,total_revenue,num_transactions,avg_check,RevPASH,date,beginning_inv,purchases,ending_inv,cogs,food_cost_pct,labor_cost,hours_worked,labor_cost_pct,employee_turnover,reservations,avg_rating,popular_requests
2026-01-01 00:00:00,345,52,6.634615384615385,6.9,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 01:00:00,731,41,17.829268292682926,14.62,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 02:00:00,254,31,8.193548387096774,5.08,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 03:00:00,312,12,26.0,6.24,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 04:00:00,477,19,25.105263157894736,9.54,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 05:00:00,538,39,13.794871794871796,10.76,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 06:00:00,229,46,4.978260869565218,4.58,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 07:00:00,576,52,11.076923076923077,11.52,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 08:00:00,492,53,9.283018867924529,9.84,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 09:00:00,351,52,6.75,7.02,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 10:00:00,676,13,52.0,13.52,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 11:00:00,715,34,21.029411764705884,14.3,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 12:00:00,578,38,15.210526315789474,11.56,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 13:00:00,268,57,4.701754385964913,5.36,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 14:00:00,791,22,35.95454545454545,15.82,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 15:00:00,565,43,13.13953488372093,11.3,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 16:00:00,292,32,9.125,5.84,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
2026-01-01 17:00:00,281,12,23.416666666666668,5.62,2026-01-01,1920.3604682532314,1584.8521639006367,1559.506501131331,1945.706131022537,55.51,1445.206638151569,77.6039373853561,74.27671708019248,13.71539314945474,20,3.8341423816617612,Gluten Free
