Date,Store,DailySales,DailyProfit,ProfitMargin,AvgCustomerAge,PctStudents,Month
2023-01-01,Central,1349.0142459033698,440.31661534631615,0.32639878836228103,31.89388559063052,0.299597545259111,2023-01-01
2023-01-01,North,1129.7539875829991,216.4797562569894,0.1916167224336399,31.126904344406555,0.3798528437324805,2023-01-01
2023-01-01,East,1673.7638446522174,308.1682084999519,0.1841168988591605,39.13947783322327,0.41097295564859826,2023-01-01
2023-01-01,South,1059.1576842195143,229.16464539958494,0.21636499344142013,37.34048034868772,0.17502135295603014,2023-01-01
2023-01-01,West,1272.5886814698101,339.0036310128104,0.26638900372842317,17.693758042737617,0.20736874205941255,2023-01-01
2023-01-02,Central,896.1506638996728,213.66824364985558,0.23842892970704363,35.51397866076219,0.2299085529881075,2023-01-01
2023-01-02,North,1639.6946306764662,360.62583922014886,0.21993475643167193,31.193789596107713,0.2742703315240835,2023-01-01
2023-01-02,East,1036.6851826424452,312.5698820270241,0.3015089703802877,33.88738071767893,0.17115723710618747,2023-01-01
2023-01-02,South,1019.8083930243585,323.1228273886957,0.31684660530243136,30.666450001653786,0.2520457481218804,2023-01-01
2023-01-02,West,1195.9508325786198,223.49654595593015,0.18687770422304367,24.5383125683528,0.3927961206236346,2023-01-01
2023-01-03,Central,1446.7634736309567,350.61186509604414,0.24234221521788218,23.233250800231822,0.27602040635334324,2023-01-01
2023-01-03,North,801.5441853304709,299.710937473583,0.3739169255529117,34.57488988695299,0.35253984700833435,2023-01-01
2023-01-03,East,1421.539973998623,281.0363211329439,0.1976985004103839,34.37094624951976,0.17879485872574355,2023-01-01
2023-01-03,South,1165.305515283528,300.3405506191564,0.2577354579378964,30.59117043528569,0.20140470953216877,2023-01-01
2023-01-03,West,1061.8083687120638,250.78522905738774,0.23618690193747616,41.45697780975132,0.2828088249474745,2023-01-01
2023-01-04,Central,1297.2251908184385,252.84232894194452,0.19491012873595415,29.919341756669468,0.4160660809801552,2023-01-01
2023-01-04,North,996.9233999082123,180.5472375389888,0.18110442342472047,37.89341031072694,0.36463842853645023,2023-01-01
2023-01-04,East,1509.2998567487853,504.4896189683181,0.33425406933718915,40.45024095292959,0.1422133955202271,2023-01-01
2023-01-04,South,948.2347430332085,334.36718479522256,0.3526206851751187,30.526300993190283,0.30698943804826734,2023-01-01
2023-01-04,West,1056.247728646413,255.81946534862558,0.24219646434313244,31.514728186689464,0.2175549966080241,2023-01-01
2023-01-05,Central,1443.7577467182593,516.0604484256315,0.3574425485152653,43.84992022856658,0.2616644775485848,2023-01-01
2023-01-05,North,1308.4908075142903,434.62439387447677,0.33215700972337947,27.839041963159005,0.28838315927084884,2023-01-01
